iter	RMSE
367	82.67428289
368	82.65293431
369	82.64247142
370	82.63344795
371	82.62092946
372	82.61544939
373	82.60752298
374	82.58887286
375	82.57508014
376	82.57088865
377	82.55386325
378	82.54211557
379	82.52990217
380	82.51529448
381	82.50625136
382	82.44320735
383	82.4252399
384	82.41205527
385	82.39914936
386	82.39174486
387	82.38021558
388	82.36427909
389	82.33574604
390	82.32848487
391	82.31665421
392	82.31184237
393	82.30501758
394	82.29789278
395	82.28415795
396	82.27753284
397	82.26760545
398	82.26137207
399	82.25595316
400	82.2419334
401	82.23251921
402	82.21481015
403	82.208991
404	82.20498577
405	82.19273764
406	82.18431985
407	82.17874801
408	82.1697031
409	82.16214877
410	82.14694103
411	82.13470803
412	82.06348276
413	82.04449015
414	82.02954619
415	82.01732064
416	82.00425706
417	81.99298917
418	81.98472321
419	81.97538339
420	81.96937706
421	81.94816158
422	81.94302032
423	81.93227584
424	81.92137576
425	81.91399134
426	81.89868754
427	81.89265239
428	81.88784348
429	81.87756081
430	81.87305505
431	81.82746396
432	81.82096869
433	81.80098459
434	81.79010243
435	81.7868792
436	81.7835126
437	81.77794263
438	81.7535922
439	81.74397254
440	81.74098661
441	81.73227018
442	81.71971187
443	81.71434817
444	81.70634293
445	81.69622449
446	81.68211635
447	81.67316863
448	81.66780524
449	81.65810398
450	81.64126708
451	81.61847265
452	81.59686125
453	81.58744933
454	81.5805876
455	81.57642589
456	81.56269941
457	81.55022829
458	81.49533202
459	81.48696111
460	81.48484662
461	81.46907625
462	81.41503814
463	81.40590805
464	81.39944254
465	81.39285636
466	81.35234625
467	81.34873991
468	81.34012749
469	81.33317584
470	81.28288414
471	81.2750379
472	81.26477737
473	81.26279243
474	81.26049657
475	81.25603898
476	81.25399421
477	81.24788328
478	81.24573519
479	81.24096551
480	81.23822496
481	81.2206979
482	81.20931746
483	81.20220434
484	81.19036121
485	81.17842732
486	81.17297087
487	81.16285019
488	81.15749181
489	81.14551171
490	81.13919245
491	81.13247308
492	81.12508441
493	81.12166093
494	81.11037309
495	81.10063085
496	81.09474851
497	81.08817457
498	81.08567448
499	81.07668269
500	81.07513874
501	81.06863539
502	81.04606546
503	81.03444214
504	81.0230898
505	81.01565367
506	81.00557897
507	80.99857237
508	80.98880698
509	80.98596088
510	80.98142846
511	80.97678032
512	80.96838814
513	80.96678861
514	80.96524316
515	80.95770787
516	80.95085249
517	80.94096368
518	80.89264064
519	80.83464045
520	80.82885148
521	80.78222741
522	80.73544579
523	80.73324966
524	80.72911052
525	80.72873595
526	80.72099069
527	80.72086402
528	80.71522378
529	80.69943346
530	80.69358565
531	80.68643814
532	80.67326215
533	80.65706733
534	80.64719988
535	80.64446429
536	80.64316939
537	80.63678786
538	80.61939158
539	80.61503694
540	80.60471427
541	80.55199753
542	80.54942352
543	80.50746621
544	80.50323631
545	80.49831727
546	80.4854622
547	80.47657109
548	80.46475672
549	80.42311543
550	80.4100958
551	80.40998561
552	80.39497632
553	80.38101322
554	80.36318467
555	80.36306043
556	80.34937697
557	80.30864078
558	80.29218126
559	80.28498249
560	80.27816944
561	80.27492669
562	80.27016152
563	80.25494555
564	80.24849518
565	80.23180859
566	80.22831877
567	80.22576948
568	80.22446071
569	80.21927631
570	80.20110203
571	80.19408181
572	80.19281703
573	80.18510471
574	80.17082078
575	80.16620676
576	80.15981517
577	80.14193122
578	80.10334098
579	80.06612943
580	80.05786335
581	80.05775854
582	80.0462005
583	80.04002177
584	80.02683395
585	80.01862261
586	80.00013248
587	79.99699138
588	79.98481238
589	79.98232836
590	79.9752244
591	79.97512227
592	79.96531351
593	79.9643621
594	79.95178766
595	79.94528239
596	79.93938902
597	79.90346817
598	79.89742156
599	79.89151849
600	79.89049404
601	79.87496367
602	79.86594016
603	79.86018069
604	79.85530989
605	79.84709894
606	79.84257021
607	79.83433809
608	79.82573386
609	79.81660113
610	79.81502809
611	79.8068312
612	79.8047439
613	79.8027203
614	79.7598693
615	79.72543296
616	79.71343715
617	79.67820473
618	79.66581379
619	79.66392151
620	79.64664214
621	79.64581612
622	79.64553234
623	79.64443356
624	79.64234177
625	79.63212762
626	79.62755658
627	79.62376074
628	79.61529252
629	79.583424
630	79.58159516
631	79.57981963
632	79.57475969
633	79.56725463
634	79.56649242
635	79.56582602
636	79.56052245
637	79.55805983
638	79.54298236
639	79.53014259
640	79.51966607
641	79.51959667
642	79.51897754
643	79.51004882
644	79.50216682
645	79.48958053
646	79.48549035
647	79.48171202
648	79.47835636
649	79.47090581
650	79.45838513
651	79.44534068
652	79.43191193
653	79.42845616
654	79.40078461
655	79.39878113
656	79.39852144
657	79.38450346
658	79.38107197
659	79.3509606
660	79.34945332
661	79.34552315
662	79.33469585
663	79.32996627
664	79.32406308
665	79.31572227
666	79.31430488
667	79.3059294
668	79.30006014
669	79.28097385
670	79.27238626
671	79.24352825
672	79.20862341
673	79.17448822
674	79.17440734
675	79.16349629
676	79.1493817
677	79.1475728
678	79.14484961
679	79.11095822
680	79.10964569
681	79.10045813
682	79.0958447
683	79.0915039
684	79.08240004
685	79.06242136
686	79.05404952
687	79.04223011
688	79.03448134
689	79.0272501
690	79.02295636
691	79.02135918
692	79.01629362
693	79.00314746
694	79.00195705
695	78.9930434
696	78.98406728
697	78.95873267
698	78.95105617
699	78.92630299
700	78.92114476
701	78.91781917
702	78.91670575
703	78.90916041
704	78.90763672
705	78.89921653
706	78.88958468
707	78.87247576
708	78.86652334
709	78.85383324
710	78.85154619
711	78.83604375
712	78.82858466
713	78.80668766
714	78.79877294
715	78.78125516
716	78.77585289
717	78.76690577
718	78.76249611
719	78.75360043
720	78.75189466
721	78.74318914
722	78.74296884
723	78.74201639
724	78.73889462
725	78.71116746
726	78.7101434
727	78.70186114
728	78.69421784
729	78.68090232
730	78.66939191
731	78.64108815
732	78.63857007
733	78.63660597
734	78.62993945
735	78.62438594
736	78.61756889
737	78.61623126
738	78.61497002
739	78.6132201
740	78.6091906
741	78.60227422
742	78.59865559
743	78.59692491
744	78.59568493
745	78.59417623
746	78.59279957
747	78.56809491
748	78.55925376
749	78.54970854
750	78.54821367
751	78.53703456
752	78.50785025
753	78.50545785
754	78.50449843
755	78.50301863
756	78.49155725
757	78.48543899
758	78.4747114
759	78.47013151
760	78.46146077
761	78.4556493
762	78.45041031
763	78.42783389
764	78.42045584
765	78.41970169
766	78.41362281
767	78.38792499
768	78.38573729
769	78.3828503
770	78.37810458
771	78.37256358
772	78.37134179
773	78.36419074
774	78.3628939
775	78.36264563
776	78.35665493
777	78.33419412
778	78.32553405
779	78.31777244
780	78.31722658
781	78.31009427
782	78.30490695
783	78.30026788
784	78.27629577
785	78.26369864
786	78.25437156
787	78.24285499
788	78.23165092
789	78.23140592
790	78.23120722
791	78.22456632
792	78.22000728
793	78.21462861
794	78.19104153
795	78.18024281
796	78.171475
797	78.16419096
798	78.1530425
799	78.14874552
800	78.12647255
801	78.11687827
802	78.11009785
803	78.10030667
804	78.09029651
805	78.08172651
806	78.05529591
807	78.04819653
808	78.04617327
809	78.04080993
810	78.0405877
811	78.03338513
812	78.02698269
813	78.01950722
814	78.01129994
815	78.00851549
816	78.00463651
817	77.99849382
818	77.99501906
819	77.99128249
820	77.9877771
821	77.966329
822	77.95922758
823	77.93900254
824	77.9276067
825	77.9223123
826	77.92209371
827	77.90190918
828	77.89428353
829	77.89018801
830	77.88518742
831	77.86630398
832	77.85584078
833	77.85027975
834	77.83924398
835	77.83258104
836	77.82732074
837	77.82356439
838	77.81686877
839	77.81271081
840	77.79733707
841	77.79638935
842	77.79128677
843	77.78680434
844	77.77705815
845	77.77140476
846	77.7665557
847	77.76610183
848	77.75974278
849	77.74851798
850	77.73890767
851	77.73712303
852	77.72939874
853	77.72858602
854	77.72150567
855	77.71868168
856	77.71699583
857	77.69868242
858	77.68097727
859	77.6775841
860	77.67240036
861	77.67156205
862	77.66775976
863	77.6604058
864	77.65433376
865	77.64619558
866	77.64048987
867	77.63749939
868	77.63577928
869	77.63079909
870	77.62897286
871	77.61189234
872	77.60724373
873	77.60532467
874	77.6006364
875	77.59786466
876	77.58971104
877	77.58534776
878	77.56407345
879	77.55930794
880	77.55776205
881	77.55317983
882	77.5475636
883	77.54615384
884	77.53020648
885	77.52380198
886	77.5165625
887	77.50606506
888	77.5000436
889	77.49134612
890	77.48506612
891	77.47953579
892	77.46416064
893	77.45653569
894	77.44787049
895	77.43403416
896	77.43061773
897	77.42709576
898	77.42292422
899	77.42123652
900	77.41612475
901	77.4120095
902	77.39822546
903	77.39112528
904	77.3858291
905	77.37936853
906	77.37474391
907	77.36649106
908	77.34891732
909	77.34429622
910	77.34252172
911	77.33552677
912	77.32901336
913	77.3273321
914	77.32333698
915	77.31958286
916	77.31421553
917	77.30579672
918	77.30031072
919	77.2944012
920	77.29022647
921	77.27711074
922	77.27185091
923	77.25867387
924	77.25484338
925	77.2482169
926	77.2409698
927	77.22883271
928	77.2251672
929	77.22262498
930	77.21491368
931	77.21140091
932	77.20524576
933	77.196255
934	77.19232739
935	77.19045015
936	77.18150051
937	77.17452012
938	77.16946115
939	77.16716568
940	77.15686367
941	77.1477919
942	77.13964812
943	77.13765498
944	77.13161416
945	77.12616662
946	77.11590717
947	77.0970099
948	77.09162649
949	77.08999008
950	77.08458937
951	77.08146668
952	77.07105827
953	77.06463885
954	77.06043242
955	77.05909205
956	77.04952874
957	77.04871983
958	77.04791322
959	77.04275098
960	77.03972874
961	77.03866396
962	77.03253215
963	77.03117962
964	77.02239601
965	77.02088045
966	77.01954772
967	77.01160255
968	77.0027182
969	76.99073494
970	76.98790137
971	76.98038803
972	76.97729267
973	76.97265228
974	76.96790584
975	76.9660772
976	76.96336526
977	76.96021634
978	76.95446654
979	76.94067887
980	76.93599247
981	76.9345447
982	76.93021841
983	76.92385694
984	76.92260787
985	76.9159552
986	76.90697778
987	76.90141709
988	76.89666966
989	76.88954805
990	76.87236773
991	76.8662536
992	76.86191433
993	76.85192908
994	76.84640495
995	76.84604615
996	76.8419206
997	76.83697046
998	76.82444297
999	76.82092807
3346192
44186

